codigo;presente_em;rotulo_2023;coluna_original_2023;rotulo_2024;coluna_original_2024;rotulo_2025;coluna_original_2025;coluna_unificada_final;ok_ou_ajustar
7.a.1;2023,2024,2025;Processo e analiso dados utilizando linguagens de programação como Python, R etc.;('P7_a_1 ', 'Processo e analiso dados utilizando linguagens de programação como Python, R etc.');Processo e analiso dados utilizando linguagens de programação como Python, R etc.;7.a.1_Processo e analiso dados utilizando linguagens de programação como Python, R etc.;Processo e analiso dados utilizando linguagens de programação como Python, R etc.;7.a.1_Processo e analiso dados utilizando linguagens de programação como Python, R etc.;;
7.a.2;2023,2024,2025;Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.;('P7_a_2 ', 'Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.');Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.;7.a.2_Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.;Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.;7.a.2_Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.;;
7.a.3;2023,2024,2025;Crio consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.;('P7_a_3 ', 'Crio consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.');Crio consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.;7.a.3_Crio consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.;Crio consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.;7.a.3_Crio consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.;;
7.a.4;2023,2024,2025;Utilizo API's para extrair dados e complementar minhas análises.;('P7_a_4 ', 'Utilizo API's para extrair dados e complementar minhas análises.');Utilizo API\s para extrair dados e complementar minhas análises.;7.a.4_Utilizo API\s para extrair dados e complementar minhas análises.;Utilizo API\s para extrair dados e complementar minhas análises.;7.a.4_Utilizo API\s para extrair dados e complementar minhas análises.;;
7.a.5;2023,2024,2025;Realizo experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.;('P7_a_5 ', 'Realizo experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.');Realizo experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.;7.a.5_Realizo experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.;Realizo experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.;7.a.5_Realizo experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.;;
7.a.6;2023,2024,2025;Desenvolvo/cuido da manutenção de ETL's utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.;('P7_a_6 ', 'Desenvolvo/cuido da manutenção de ETL's utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.');Desenvolvo/cuido da manutenção de ETL\s utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.;7.a.6_Desenvolvo/cuido da manutenção de ETL\s utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.;Desenvolvo/cuido da manutenção de ETL\s utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.;7.a.6_Desenvolvo/cuido da manutenção de ETL\s utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.;;
7.a.7;2023,2024,2025;Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados, Data Warehouses, Data Marts etc.;('P7_a_7 ', 'Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados, Data Warehouses, Data Marts etc.');Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts etc.;7.a.7_Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts etc.;Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts etc.;7.a.7_Atuo na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts etc.;;
7.a.8;2023,2024,2025;Desenvolvo/cuido da manutenção de planilhas para atender as áreas de negócio.;('P7_a_8 ', 'Desenvolvo/cuido da manutenção de planilhas para atender as áreas de negócio.');Desenvolvo/cuido da manutenção de planilhas para atender as áreas de negócio.;7.a.8_Desenvolvo/cuido da manutenção de planilhas para atender as áreas de negócio.;Desenvolvo/cuido da manutenção de planilhas para atender as áreas de negócio.;7.a.8_Desenvolvo/cuido da manutenção de planilhas para atender as áreas de negócio.;;
7.a.9;2023,2024,2025;Utilizo ferramentas avançadas de estatística como SASS, PSS, Stata etc;('P7_a_9 ', 'Utilizo ferramentas avançadas de estatística como SASS, PSS, Stata etc');Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises de dados.;7.a.9_Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises de dados.;Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises de dados.;7.a.9_Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises de dados.;;
7.a.10;2023,2024,2025;Nenhuma das opções listadas refletem meu dia a dia.;('P7_a_10 ', 'Nenhuma das opções listadas refletem meu dia a dia.');Nenhuma das opções listadas refletem meu dia a dia.;7.a.10_Nenhuma das opções listadas refletem meu dia a dia.;Nenhuma das opções listadas refletem meu dia a dia.;7.a.10_Nenhuma das opções listadas refletem meu dia a dia.;;
7.b;2023,2024,2025;Quais as ferramentas/tecnologias de ETL que você utiliza no trabalho como Data Analyst?;('P7_b ', 'Quais as ferramentas/tecnologias de ETL que você utiliza no trabalho como Data Analyst?');ferramentas_etl_da;7.b_ferramentas_etl_da;ferramentas_etl_da;7.b_ferramentas_etl_da;;
7.b.1;2023,2024,2025;Scripts Python;('P7_b_1 ', 'Scripts Python');Scripts Python;7.b.1_Scripts Python;Scripts Python;7.b.1_Scripts Python;;
7.b.2;2023,2024,2025;SQL & Stored Procedures;('P7_b_2 ', 'SQL & Stored Procedures');SQL & Stored Procedures;7.b.2_SQL & Stored Procedures;SQL & Stored Procedures;7.b.2_SQL & Stored Procedures;;
7.b.3;2023,2024,2025;Apache Airflow;('P7_b_3 ', 'Apache Airflow');Apache Airflow;7.b.3_Apache Airflow;Apache Airflow;7.b.3_Apache Airflow;;
7.b.4;2023,2024,2025;Apache NiFi;('P7_b_4 ', 'Apache NiFi');Apache NiFi;7.b.4_Apache NiFi;Apache NiFi;7.b.4_Apache NiFi;;
7.b.5;2023,2024,2025;Luigi;('P7_b_5 ', 'Luigi');Luigi;7.b.5_Luigi;Luigi;7.b.5_Luigi;;
7.b.6;2023,2024,2025;AWS Glue;('P7_b_6 ', 'AWS Glue');AWS Glue;7.b.6_AWS Glue;AWS Glue;7.b.6_AWS Glue;;
7.b.7;2023,2024,2025;Talend;('P7_b_7 ', 'Talend');Talend;7.b.7_Talend;Talend;7.b.7_Talend;;
7.b.8;2023,2024,2025;Pentaho;('P7_b_8 ', 'Pentaho');Pentaho;7.b.8_Pentaho;Pentaho;7.b.8_Pentaho;;
7.b.9;2023,2024,2025;Alteryx;('P7_b_9 ', 'Alteryx');Alteryx;7.b.9_Alteryx;Alteryx;7.b.9_Alteryx;;
7.b.10;2023,2024,2025;Stitch;('P7_b_10 ', 'Stitch');Stitch;7.b.10_Stitch;Stitch;7.b.10_Stitch;;
7.b.11;2023,2024,2025;Fivetran;('P7_b_11 ', 'Fivetran');Fivetran;7.b.11_Fivetran;Fivetran;7.b.11_Fivetran;;
7.b.12;2023,2024,2025;Google Dataflow;('P7_b_12 ', 'Google Dataflow');Google Dataflow;7.b.12_Google Dataflow;Google Dataflow;7.b.12_Google Dataflow;;
7.b.13;2023,2024,2025;Oracle Data Integrator;('P7_b_13 ', 'Oracle Data Integrator');Oracle Data Integrator;7.b.13_Oracle Data Integrator;Oracle Data Integrator;7.b.13_Oracle Data Integrator;;
7.b.14;2023,2024,2025;IBM DataStage;('P7_b_14 ', 'IBM DataStage');IBM DataStage;7.b.14_IBM DataStage;IBM DataStage;7.b.14_IBM DataStage;;
7.b.15;2023,2024,2025;SAP BW ETL;('P7_b_15 ', 'SAP BW ETL');SAP BW ETL;7.b.15_SAP BW ETL;SAP BW ETL;7.b.15_SAP BW ETL;;
7.b.16;2023,2024,2025;SQL Server Integration Services (SSIS);('P7_b_16 ', 'SQL Server Integration Services (SSIS)');SQL Server Integration Services (SSIS);7.b.16_SQL Server Integration Services (SSIS);SQL Server Integration Services (SSIS);7.b.16_SQL Server Integration Services (SSIS);;
7.b.17;2023,2024,2025;SAS Data Integration;('P7_b_17 ', 'SAS Data Integration');SAS Data Integration;7.b.17_SAS Data Integration;SAS Data Integration;7.b.17_SAS Data Integration;;
7.b.18;2023,2024,2025;Qlik Sense;('P7_b_18 ', 'Qlik Sense');Qlik Sense;7.b.18_Qlik Sense;Qlik Sense;7.b.18_Qlik Sense;;
7.b.19;2023,2024,2025;Knime;('P7_b_19 ', 'Knime');Knime;7.b.19_Knime;Knime;7.b.19_Knime;;
7.b.20;2023,2024,2025;Databricks;('P7_b_20 ', 'Databricks');Databricks;7.b.20_Databricks;Databricks;7.b.20_Databricks;;
7.b.21;2023,2024,2025;Não utilizo ferramentas de ETL;('P7_b_21 ', 'Não utilizo ferramentas de ETL');Não utilizo ferramentas de ETL;7.b.21_Não utilizo ferramentas de ETL;Não utilizo ferramentas de ETL;7.b.21_Não utilizo ferramentas de ETL;;
7.c;2023,2024,2025;Sua empresa utiliza alguma das ferramentas listadas para dar mais autonomia em análise de dados para as áreas de negócio?;('P7_c ', 'Sua empresa utiliza alguma das ferramentas listadas para dar mais autonomia em análise de dados para as áreas de negócio?');ferramentas_autonomia_area_de_negocios;7.c_ferramentas_autonomia_area_de_negocios;ferramentas_autonomia_area_de_negocios;7.c_ferramentas_autonomia_area_de_negocios;;
7.c.1;2023,2024,2025;Ferramentas de AutoML como H2O.ai, Data Robot, BigML etc.;('P7_c_1 ', 'Ferramentas de AutoML como H2O.ai, Data Robot, BigML etc.');Ferramentas de AutoML como H2O.ai, Data Robot, BigML etc.;7.c.1_Ferramentas de AutoML como H2O.ai, Data Robot, BigML etc.;Ferramentas de AutoML como H2O.ai, Data Robot, BigML etc.;7.c.1_Ferramentas de AutoML como H2O.ai, Data Robot, BigML etc.;;
7.c.2;2023,2024,2025;"""""Point and Click"""" Analytics como Alteryx, Knime, Rapidminer etc.";"('P7_c_2 ', '""""Point and Click"""" Analytics como Alteryx, Knime, Rapidminer etc.')";"""Point and Click"" Analytics como Alteryx, Knime, Rapidminer etc.";"7.c.2_""Point and Click"" Analytics como Alteryx, Knime, Rapidminer etc.";"""Point and Click"" Analytics como Alteryx, Knime, Rapidminer etc.";"7.c.2_""Point and Click"" Analytics como Alteryx, Knime, Rapidminer etc.";;
7.c.3;2023,2024,2025;Product metricts & Insights como Mixpanel, Amplitude, Adobe Analytics.;('P7_c_3 ', 'Product metricts & Insights como Mixpanel, Amplitude, Adobe Analytics.');Product metricts & Insights como Mixpanel, Amplitude, Adobe Analytics.;7.c.3_Product metricts & Insights como Mixpanel, Amplitude, Adobe Analytics.;Product metricts & Insights como Mixpanel, Amplitude, Adobe Analytics.;7.c.3_Product metricts & Insights como Mixpanel, Amplitude, Adobe Analytics.;;
7.c.4;2023,2024,2025;Ferramentas de análise dentro de ferramentas de CRM como Salesforce Einstein Anaytics ou Zendesk dashboards.;('P7_c_4 ', 'Ferramentas de análise dentro de ferramentas de CRM como Salesforce Einstein Anaytics ou Zendesk dashboards.');Ferramentas de análise dentro de ferramentas de CRM como Salesforce Einstein Anaytics ou Zendesk dashboards.;7.c.4_Ferramentas de análise dentro de ferramentas de CRM como Salesforce Einstein Anaytics ou Zendesk dashboards.;Ferramentas de análise dentro de ferramentas de CRM como Salesforce Einstein Anaytics ou Zendesk dashboards.;7.c.4_Ferramentas de análise dentro de ferramentas de CRM como Salesforce Einstein Anaytics ou Zendesk dashboards.;;
7.c.5;2023,2024,2025;Minha empresa não utiliza essas ferramentas.;('P7_c_5 ', 'Minha empresa não utiliza essas ferramentas.');Minha empresa não utiliza essas ferramentas.;7.c.5_Minha empresa não utiliza essas ferramentas.;Minha empresa não utiliza essas ferramentas.;7.c.5_Minha empresa não utiliza essas ferramentas.;;
7.c.6;2023,2024,2025;Não sei informar.;('P7_c_6 ', 'Não sei informar.');Não sei informar.;7.c.6_Não sei informar.;Não sei informar.;7.c.6_Não sei informar.;;
7.d;2023,2024,2025;Em qual das opções abaixo você gasta a maior parte do seu tempo de trabalho?;('P7_d ', 'Em qual das opções abaixo você gasta a maior parte do seu tempo de trabalho?');maior_tempo_gasto_como_da;7.d_maior_tempo_gasto_como_da;maior_tempo_gasto_como_da;7.d_maior_tempo_gasto_como_da;;
7.d.1;2023,2024,2025;Processando e analisando dados utilizando linguagens de programação como Python, R etc.;('P7_d_1 ', 'Processando e analisando dados utilizando linguagens de programação como Python, R etc.');Processando e analisando dados utilizando linguagens de programação como Python, R etc.;7.d.1_Processando e analisando dados utilizando linguagens de programação como Python, R etc.;Processando e analisando dados utilizando linguagens de programação como Python, R etc.;7.d.1_Processando e analisando dados utilizando linguagens de programação como Python, R etc.;;
7.d.2;2023,2024,2025;Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.;('P7_d_2 ', 'Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.');Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.;7.d.2_Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.;Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.;7.d.2_Realizando construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik etc.;;
7.d.3;2023,2024,2025;Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.;('P7_d_3 ', 'Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.');Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.;7.d.3_Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.;Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.;7.d.3_Criando consultas através da linguagem SQL para exportar informações e compartilhar com as áreas de negócio.;;
7.d.4;2023,2024,2025;Utilizando API's para extrair dados e complementar minhas análises.;('P7_d_4 ', 'Utilizando API's para extrair dados e complementar minhas análises.');Utilizando API's para extrair dados e complementar minhas análises.;7.d.4_Utilizando API's para extrair dados e complementar minhas análises.;Utilizando API's para extrair dados e complementar minhas análises.;7.d.4_Utilizando API's para extrair dados e complementar minhas análises.;;
7.d.5;2023,2024,2025;Realizando experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.;('P7_d_5 ', 'Realizando experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.');Realizando experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.;7.d.5_Realizando experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.;Realizando experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.;7.d.5_Realizando experimentos e estudos utilizando metodologias estatísticas como teste de hipótese, modelos de regressão etc.;;
7.d.6;2023,2024,2025;Desenvolvendo/cuidando da manutenção de ETL's utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.;('P7_d_6 ', 'Desenvolvendo/cuidando da manutenção de ETL's utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.');Desenvolvendo/cuidando da manutenção de ETL's utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.;7.d.6_Desenvolvendo/cuidando da manutenção de ETL's utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.;Desenvolvendo/cuidando da manutenção de ETL's utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.;7.d.6_Desenvolvendo/cuidando da manutenção de ETL's utilizando tecnologias como Talend, Pentaho, Airflow, Dataflow etc.;;
7.d.7;2023,2024,2025;Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados, Data Warehouses, Data Marts etc.;('P7_d_7 ', 'Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados, Data Warehouses, Data Marts etc.');Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.;7.d.7_Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.;Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.;7.d.7_Atuando na modelagem dos dados, com o objetivo de criar conjuntos de dados como Data Warehouses, Data Marts, Datasets etc.;;
7.d.8;2023,2024,2025;Desenvolvendo/cuidando da manutenção de planilhas do Excel ou Google Sheets para atender as áreas de negócio.;('P7_d_8 ', 'Desenvolvendo/cuidando da manutenção de planilhas do Excel ou Google Sheets para atender as áreas de negócio.');Desenvolvendo/cuidando da manutenção de planilhas para atender as áreas de negócio.;7.d.8_Desenvolvendo/cuidando da manutenção de planilhas para atender as áreas de negócio.;Desenvolvendo/cuidando da manutenção de planilhas para atender as áreas de negócio.;7.d.8_Desenvolvendo/cuidando da manutenção de planilhas para atender as áreas de negócio.;;
7.d.9;2023,2024,2025;Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.;('P7_d_9 ', 'Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.');Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises de dados.;7.d.9_Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises de dados.;Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises de dados.;7.d.9_Utilizando ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises de dados.;;
7.d.10;2023,2024,2025;Nenhuma das opções listadas refletem meu dia a dia.;('P7_d_10 ', 'Nenhuma das opções listadas refletem meu dia a dia.');Nenhuma das opções listadas refletem meu dia a dia.;7.d.10_Nenhuma das opções listadas refletem meu dia a dia.;Nenhuma das opções listadas refletem meu dia a dia.;7.d.10_Nenhuma das opções listadas refletem meu dia a dia.;;
;;;('P8_3 ', 'Quais dessas tecnologias fazem parte do seu dia a dia como cientista de dados?');;;;;;
8.a;2023,2024,2025;Quais das opções abaixo fazem parte da sua rotina no trabalho atual com ciência de dados?;('P8_a ', 'Quais das opções abaixo fazem parte da sua rotina no trabalho atual com ciência de dados?');rotina_como_ds;8.a_rotina_como_ds;rotina_como_ds;8.a_rotina_como_ds;;
8.a.1;2023,2024,2025;Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.;('P8_a_1 ', 'Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.');Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.;8.a.1_Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.;Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.;8.a.1_Estudos Ad-hoc com o objetivo de confirmar hipóteses, realizar modelos preditivos, forecasts, análise de cluster para resolver problemas pontuais e responder perguntas das áreas de negócio.;;
8.a.2;2023,2024,2025;Sou responsável pela coleta e limpeza dos dados que uso para análise e modelagem.;('P8_a_2 ', 'Sou responsável pela coleta e limpeza dos dados que uso para análise e modelagem.');Sou responsável pela coleta e limpeza dos dados que uso para análise e modelagem.;8.a.2_Sou responsável pela coleta e limpeza dos dados que uso para análise e modelagem.;Sou responsável pela coleta e limpeza dos dados que uso para análise e modelagem.;8.a.2_Sou responsável pela coleta e limpeza dos dados que uso para análise e modelagem.;;
8.a.3;2023,2024,2025;Sou responsável por entrar em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.;('P8_a_3 ', 'Sou responsável por entrar em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.');Sou responsável por entrar em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.;8.a.3_Sou responsável por entrar em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.;Sou responsável por entrar em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.;8.a.3_Sou responsável por entrar em contato com os times de negócio para definição do problema, identificar a solução e apresentação de resultados.;;
8.a.4;2023,2024,2025;Desenvolvo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).;('P8_a_4 ', 'Desenvolvo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).');Desenvolvo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).;8.a.4_Desenvolvo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).;Desenvolvo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).;8.a.4_Desenvolvo modelos de Machine Learning com o objetivo de colocar em produção em sistemas (produtos de dados).;;
8.a.5;2023,2024,2025;Sou responsável por colocar modelos em produção, criar os pipelines de dados, APIs de consumo e monitoramento.;('P8_a_5 ', 'Sou responsável por colocar modelos em produção, criar os pipelines de dados, APIs de consumo e monitoramento.');Sou responsável por colocar modelos em produção, criar os pipelines de dados, APIs de consumo e monitoramento.;8.a.5_Sou responsável por colocar modelos em produção, criar os pipelines de dados, APIs de consumo e monitoramento.;Sou responsável por colocar modelos em produção, criar os pipelines de dados, APIs de consumo e monitoramento.;8.a.5_Sou responsável por colocar modelos em produção, criar os pipelines de dados, APIs de consumo e monitoramento.;;
8.a.6;2023,2024,2025;Cuido da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.;('P8_a_6 ', 'Cuido da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.');Cuido da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.;8.a.6_Cuido da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.;Cuido da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.;8.a.6_Cuido da manutenção de modelos de Machine Learning já em produção, atuando no monitoramento, ajustes e refatoração quando necessário.;;
8.a.7;2023,2024,2025;Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc;('P8_a_7 ', 'Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc');Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc;8.a.7_Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc;Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc;8.a.7_Realizo construções de dashboards em ferramentas de BI como PowerBI, Tableau, Looker, Qlik, etc;;
8.a.8;2023,2024,2025;Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises estatísticas e ajustar modelos.;('P8_a_8 ', 'Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises estatísticas e ajustar modelos.');Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.;8.a.8_Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.;Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.;8.a.8_Utilizo ferramentas avançadas de estatística como SAS, SPSS, Stata etc, para realizar análises.;;
8.a.9;2023,2024,2025;Crio e dou manutenção em ETLs, DAGs e automações de pipelines de dados.;('P8_a_9 ', 'Crio e dou manutenção em ETLs, DAGs e automações de pipelines de dados.');Crio e dou manutenção em ETLs, DAGs e automações de pipelines de dados.;8.a.9_Crio e dou manutenção em ETLs, DAGs e automações de pipelines de dados.;Crio e dou manutenção em ETLs, DAGs e automações de pipelines de dados.;8.a.9_Crio e dou manutenção em ETLs, DAGs e automações de pipelines de dados.;;
8.a.10;2023,2024,2025;Crio e gerencio soluções de Feature Store e cultura de MLOps.;('P8_a_10 ', 'Crio e gerencio soluções de Feature Store e cultura de MLOps.');Crio e gerencio soluções de Feature Store e cultura de MLOps.;8.a.10_Crio e gerencio soluções de Feature Store e cultura de MLOps.;Crio e gerencio soluções de Feature Store e cultura de MLOps.;8.a.10_Crio e gerencio soluções de Feature Store e cultura de MLOps.;;
8.a.11;2023,2024,2025;Sou responsável por criar e manter a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.);('P8_a_11 ', 'Sou responsável por criar e manter a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.)');Sou responsável por criar e manter a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.);8.a.11_Sou responsável por criar e manter a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.);Sou responsável por criar e manter a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.);8.a.11_Sou responsável por criar e manter a infra que meus modelos e soluções rodam (clusters, servidores, API, containers, etc.);;
8.a.12;2023,2024,2025;Treino e aplico LLM's para solucionar problemas de negócio.;('P8_a_12 ', 'Treino e aplico LLM's para solucionar problemas de negócio.');Treino e aplico LLM's para solucionar problemas de negócio.;8.a.12_Treino e aplico LLM's para solucionar problemas de negócio.;Treino e aplico LLM's para solucionar problemas de negócio.;8.a.12_Treino e aplico LLM's para solucionar problemas de negócio.;;
8.b;2023,2024,2025;Quais as técnicas e métodos listados abaixo você costuma utilizar no trabalho?;('P8_b ', 'Quais as técnicas e métodos listados abaixo você costuma utilizar no trabalho?');tecnicas_e_metodos_ds;8.b_tecnicas_e_metodos_ds;tecnicas_e_metodos_ds;8.b_tecnicas_e_metodos_ds;;
8.b.1;2023,2024,2025;Utilizo modelos de regressão (linear, logística, GLM);('P8_b_1 ', 'Utilizo modelos de regressão (linear, logística, GLM)');Utilizo modelos de regressão (linear, logística, GLM).;8.b.1_Utilizo modelos de regressão (linear, logística, GLM).;Utilizo modelos de regressão (linear, logística, GLM).;8.b.1_Utilizo modelos de regressão (linear, logística, GLM).;;
8.b.2;2023,2024,2025;Utilizo redes neurais ou modelos baseados em árvore para criar modelos de classificação;('P8_b_2 ', 'Utilizo redes neurais ou modelos baseados em árvore para criar modelos de classificação');Utilizo redes neurais ou modelos baseados em árvore para criar modelos de classificação.;8.b.2_Utilizo redes neurais ou modelos baseados em árvore para criar modelos de classificação.;Utilizo redes neurais ou modelos baseados em árvore para criar modelos de classificação.;8.b.2_Utilizo redes neurais ou modelos baseados em árvore para criar modelos de classificação.;;
8.b.3;2023,2024,2025;Desenvolvo sistemas de recomendação (RecSys);('P8_b_3 ', 'Desenvolvo sistemas de recomendação (RecSys)');Desenvolvo sistemas de recomendação (RecSys).;8.b.3_Desenvolvo sistemas de recomendação (RecSys).;Desenvolvo sistemas de recomendação (RecSys).;8.b.3_Desenvolvo sistemas de recomendação (RecSys).;;
